subject,summary,press,wdate,link
"""외인 돌아온 건가"" 모처럼 K-주식 쇼핑…코스피 2500선 회복",코스피지수가 3일 2500선을 회복하며 마감했다. 미국의 지표 개선에 따른 경기 개선 기대감이 작용하면서 외국인들이 국내 주식을 모처럼.. 머니투데이 | 2024-12-03 17:23:24,머니투데이,2024-12-03 17:23:24,https://n.news.naver.com/mnews/article/008/0005122780
MBK vs 최윤범 결판 초읽기[fn마켓워치],MBK파트너스-영풍과 최윤범 고려아연 회장간 결판이 초읽기에 들어갔다. 2025년 1월 23일이 임시 주주총회인 만큼 두 달도 채 안남.. 파이낸셜뉴스 | 2024-12-03 17:19:10,파이낸셜뉴스,2024-12-03 17:19:10,https://n.news.naver.com/mnews/article/014/0005276557
'킹달러·내수부진' 악재에 어두워지는 전망…외인 수급이 변수,외국인이 모처럼 순매수 흐름을 보이면서 코스피 지수가 하루 만에 2% 가까이 상승해 종가 기준 2500선을 턱걸이 했다. 하지만 증권가.. 이데일리 | 2024-12-03 17:15:10,이데일리,2024-12-03 17:15:10,https://n.news.naver.com/mnews/article/018/0005898023
"'바닥론 솔솔' 자동차株, 미국 판매와 주주환원으로 돌파구","현대차와 기아가 11월 글로벌 판매량을 공시하면서 외국인, 기관 투자자들을 중심으로 수급이 개선되고 있다. 시장 참여자들은 이달 초 발.. 파이낸셜뉴스 | 2024-12-03 17:12:18",파이낸셜뉴스,2024-12-03 17:12:18,https://n.news.naver.com/mnews/article/014/0005276555
트럼프에 증시 출렁일 때..빚투 개미는 '트럼프'에 베팅,미국 대선 이후 전체 신용융자잔고 감소에도 트럼프 수혜주에 대한 빚투(빚내서 투자)는 늘어난 것으로 나타났다. 다만 트럼프 트레이드 되.. 파이낸셜뉴스 | 2024-12-03 17:12:15,파이낸셜뉴스,2024-12-03 17:12:15,https://n.news.naver.com/mnews/article/014/0005276554
3년만에 불황 벗어날까…힘 받는 제작사 주가,K팝 열풍에도 하반기 내내 부진하던 콘텐츠 제작사 주가가 반등세를 보인다. 2022년부터 3년째 감소하던 콘텐츠 제작 편수가 2025년.. 머니투데이 | 2024-12-03 17:08:19,머니투데이,2024-12-03 17:08:19,https://n.news.naver.com/mnews/article/008/0005122770
코스피 2500선 `턱걸이` 회복…돌아오는 외국인?,"외국인 5398억 순매수, 8월16일 이후 최대 연일 악재에 시달리던 코스피 지수가 외국인 수급 유입으로 2500선을 회복했다. 미국 .. 디지털타임스 | 2024-12-03 17:05:09",디지털타임스,2024-12-03 17:05:09,https://n.news.naver.com/mnews/article/029/0002920002
"개미·연기금 힘으로 버티는 증시, 뭐 담았나 봤더니",국내 증시에서 외국인 투자자들이 연이어 떠나면서 당분간 상대적으로 개인이나 기관 투자자 등 국내 수급이 선호하는 종목을 주목할 필요가 .. 이데일리 | 2024-12-03 17:03:08,이데일리,2024-12-03 17:03:08,https://n.news.naver.com/mnews/article/018/0005898009
"대한항공, ‘메가 캐리어’ 기대…시장 재편 효과에 증권가 눈높이 ‘업’",대한항공과 아시아나항공간 합병으로 글로벌 10위 메가 캐리어(초대형 항공사)의 탄생이 임박하면서 관련주들의 주가 상승에 대한 투자자들의.. 데일리안 | 2024-12-03 16:51:14,데일리안,2024-12-03 16:51:14,https://n.news.naver.com/mnews/article/119/0002899724
"트럼프 한 달, 코스닥 저점론 뭉게뭉게…“어게인 2016”",트럼프 트레이드 영향으로 코스닥 약세장이 이어지는 가운데 반등을 기대하는 목소리가 커지고 있다. 저점을 확신하기는 어려우나 도널드 트럼.. 이데일리 | 2024-12-03 16:44:20,이데일리,2024-12-03 16:44:20,https://n.news.naver.com/mnews/article/018/0005897985
집 나갔던 외국인 오셨네…코스피 2500 고지 탈환 [투자360],"외국인 코스피 순매수액 석달 반만에 최대…금융·화장품주 강세 美 규제 발표에도 반도체주 선방…코스닥, 외인 매수 힘입어 2.2%↑ 3일.. 헤럴드경제 | 2024-12-03 16:42:12",헤럴드경제,2024-12-03 16:42:12,https://n.news.naver.com/mnews/article/016/0002396573
올해 ETF 수익률 꼴찌 `이차전지`…70% 손실에도 개미는 담았다,올해 전체 상장지수펀드(ETF) 종목 중 이차전지 관련 종목들이 가장 나쁜 수익률을 기록하고 있는 것으로 나타났다. 다만 부진한 성적표.. 디지털타임스 | 2024-12-03 16:41:08,디지털타임스,2024-12-03 16:41:08,https://n.news.naver.com/mnews/article/029/0002919984
상법·자본시장법 개정보다 시급한 것은 ··· “개인투자자 위주 증시 판도 바꿔야”,"여야, 소액주주 보호 명분으로 상법개정·자본시장법 개정 추진 코스닥, 개인투자 비중 65~70% 개정안 통과시 소송남발 우려 기관투자자.. 매일경제 | 2024-12-03 16:40:09",매일경제,2024-12-03 16:40:09,https://n.news.naver.com/mnews/article/009/0005407146
"업비트·빗썸·코인원, 내년부터 감독분담금 부과한다",가상자산이용자보호법 시행에 따라 금융감독원의 검사 대상에 편입된 두나무(업비트)·빗썸·코인원 등의 가상자산사업자에 대해 내년부터 감독분.. 아이뉴스24 | 2024-12-03 16:40:07,아이뉴스24,2024-12-03 16:40:07,https://n.news.naver.com/mnews/article/031/0000890049
밸류업·고배당 기대에 몰린 외국인 매수세…금융주 '반짝'[핫종목](종합),"외국인 매수세 유입으로 금융주들이 일제히 상승 마감했다. BNK금융지주(138930)는 8%대, KB금융지주(105560)은 5% 가까.. 뉴스1 | 2024-12-03 16:36:46",뉴스1,2024-12-03 16:36:46,https://n.news.naver.com/mnews/article/421/0007943140
"'소액주주 수비수' 된 금감원, 주목하는 자본시장…재계 영향력도 커져",기업에 대한 금융감독원의 영향력이 날로 커지고 있다. 기업 분할·합병과 같은 구조개편을 넘어 신규사업을 위한 자금조달과 같은 주요 의사.. 머니투데이 | 2024-12-03 16:35:20,머니투데이,2024-12-03 16:35:20,https://n.news.naver.com/mnews/article/008/0005122737
"""미국 주식 비싸다…기업실적 기대 못 미치면 부담 확대""","“지금 미국 주식시장 밸류에이션은 꽤 높은 수준입니다. 미국 기업들이 전망에 부합하는 실적을 내고 있어서 당장은 문제가 아니지만, 만약.. 이데일리 | 2024-12-03 16:31:12",이데일리,2024-12-03 16:31:12,https://n.news.naver.com/mnews/article/018/0005897971
'과세 족쇄' 늦춘 가상자산...韓증시는 이탈 가속화,"금융투자소득세(금투세) 폐지에 이어 가상자산 소득에 대한 과세도 연기됐습니다. 가상자산 시장에 호재로 작용할 것이란 기대가 크지만, 투.. 이데일리 | 2024-12-03 16:31:08",이데일리,2024-12-03 16:31:08,https://n.news.naver.com/mnews/article/018/0005897969
"알테오젠, 日제약사서 기술수출 계약금 수령에 급등 마감",알테오젠 주가가 3일 하루 동안에만 7% 넘게 뛰며 2거래일 연속 상승 마감했다. 일본 제약사 다이이치산쿄로부터 기술 수출 계약금을 수.. 한국경제 | 2024-12-03 16:29:10,한국경제,2024-12-03 16:29:10,https://n.news.naver.com/mnews/article/015/0005064787
"외인 8월 이후 최대 순매수…""금융주 집중은 아쉬워"" [장 안의 화제]",※ 한국경제TV 생방송 성공투자오후증시는 매일 오후 2시에 방영됩니다. 본 내용은 각 패널 개인의 의견일 뿐 투자 판단은 개인의 몫입니.. 한국경제TV | 2024-12-03 16:25:23,한국경제TV,2024-12-03 16:25:23,https://n.news.naver.com/mnews/article/215/0001190188
희비갈린 그룹주ETF…현대차 오를 때 포스코는 반토막,올해 국내 증시가 부진한 흐름을 이어가는 가운데 주요 그룹주에 투자하는 상장지수펀드(ETF)의 수익률은 크게 엇갈린 것으로 나타났다. .. 이데일리 | 2024-12-03 16:23:14,이데일리,2024-12-03 16:23:14,https://n.news.naver.com/mnews/article/018/0005897963
"코스피, 외인·기관 순매수에 2500선 '회복'",코스피가 외국인과 기관의 쌍끌이 순매수에 2% 가까이 상승하며 2500선을 회복했다. 3일 코스피는 전거래일 대비 45.62포인트(1... 아시아경제 | 2024-12-03 16:22:40,아시아경제,2024-12-03 16:22:40,https://n.news.naver.com/mnews/article/277/0005510362
"고려아연, 내달 임시주총 기대감 150만원 또 돌파…장중 신고가도[핫종목]",고려아연(010130)이 다음 달 임시주주총회를 열 것이란 전망에 주가가 150만원을 또다시 넘어섰다. 3일 한국거래소에 따르면 고려아.. 뉴스1 | 2024-12-03 16:21:51,뉴스1,2024-12-03 16:21:51,https://n.news.naver.com/mnews/article/421/0007943098
"외국인, '행동개시'…""드디어 속내 드러냈다""","외국인이 모처럼만에 국내 증시에서 주식을 사들였다. 7거래일만에 매수 우위. 매수 금액도 5,400억원에 달하는 등 지난 8월16일 1.. 한국경제TV | 2024-12-03 16:20:37",한국경제TV,2024-12-03 16:20:37,https://n.news.naver.com/mnews/article/215/0001190186
올 리츠 ETF 수익률도 한국보다 미국 우세,국내 상장 美리츠 ETF 17% 상승 韓리츠 ETF 종목은 줄줄이 하락 한국과 미국 증시 수익률에 양극화가 벌어진 가운데 국내 상장된 .. 매일경제 | 2024-12-03 16:19:06,매일경제,2024-12-03 16:19:06,https://n.news.naver.com/mnews/article/009/0005407127
"'외국인 컴백'에 코스피 2,500선 회복…코스닥 690선 탈환(종합)","외국인 코스피 순매수액 석달 반만에 최대…금융·화장품주 강세 美 규제 발표에도 반도체주 선방…코스닥, 외인 매수 힘입어 2.2%↑ 코스.. 연합뉴스 | 2024-12-03 16:10:03",연합뉴스,2024-12-03 16:10:03,https://n.news.naver.com/mnews/article/001/0015081869
대중 반도체 수출 불확실성 해소에 SK하닉 3% 상승…삼전은 보합[핫종목],미국의 대중 수출통제 추가 조치가 발표되자 불확실성 해소에 SK하이닉스(000660)가 5거래일만에 상승전환했다. 반면 중국에 고대역폭.. 뉴스1 | 2024-12-03 16:06:57,뉴스1,2024-12-03 16:06:57,https://n.news.naver.com/mnews/article/421/0007943055
연말 배당 매력에 금융株 줄줄이 ‘불기둥’,연말 배당 시즌이 다가오면서 고배당 종목인 금융주가 줄줄이 52주 신고가를 경신했다. 특히 한국은행 금리 인하 후폭풍에 주요 경기지표 .. 이데일리 | 2024-12-03 16:02:12,이데일리,2024-12-03 16:02:12,https://n.news.naver.com/mnews/article/018/0005897946
실적보다 중요한 ETF 점유율... 희비 갈리는 운용사 CEO 인사,삼성 이어 한화도 수장 교체 호실적 냈지만 ETF 점유율 하락 NH아문디도 교체 가능성 높아 올해 자산운용사 최고경영자(CEO) 연임 .. 조선비즈 | 2024-12-03 15:59:11,조선비즈,2024-12-03 15:59:11,https://n.news.naver.com/mnews/article/366/0001036834
“亞 증시 저평가···밸류에이션 바탕 초과수익 기회 풍부”,“미국 증시에 비해 한국과 아시아 시장은 저평가된 밸류에이션을 바탕으로 알파(초과수익) 기회가 풍부합니다.” 조슈아 크랩(Joshua .. 이코노미스트 | 2024-12-03 15:58:16,이코노미스트,2024-12-03 15:58:16,https://n.news.naver.com/mnews/article/243/0000068984
"'주주 보호' 정부 자본시장법, 금감원 공시심사 권한 더 세진다",최근 '밸류업'을 명분으로 기업 인수합병(M&A)·자금조달 등에 과감히 개입하고 있는 금융감독원이 정부의 '주주 보호' 자본시장법 개정.. 뉴시스 | 2024-12-03 15:53:02,뉴시스,2024-12-03 15:53:02,https://n.news.naver.com/mnews/article/003/0012938827
외인·기관 매수에 2500선 회복…금융株가 이끈 랠리[코스피 마감],외국인과 기관의 ‘쌍끌이’ 매수에 힘입어 2% 가까이 상승한 코스피가 2500선을 회복하며 마감했다. 3일 엠피닥터에 따르면 코스피는 .. 이데일리 | 2024-12-03 15:47:12,이데일리,2024-12-03 15:47:12,https://n.news.naver.com/mnews/article/018/0005897928
"'K-화장품' 아직 안죽었네…""지금 사야할 때"" 고수의 조언",수출액이 정점을 찍었다는 우려가 커지며 급락했던 화장품주가 일제히 반등에 성공했다. 올해 화장품 업종 수출액이 역대 최대치를 기록하면서.. 한국경제 | 2024-12-03 15:46:10,한국경제,2024-12-03 15:46:10,https://n.news.naver.com/mnews/article/015/0005064759
효성화학 특수가스 인수 반사효과…범효성株 동반 상승세,효성티앤씨 등 그룹사 강세 효성화학 상승세는 한풀 꺾여 효성티앤씨가 효성화학의 특수가스 사업 부문 인수의 내부 검토에 들어간 가운데 효.. 매일경제 | 2024-12-03 15:46:06,매일경제,2024-12-03 15:46:06,https://n.news.naver.com/mnews/article/009/0005407077
"코스피, 외인 현·선물 1조 순매수 2500선 회복…SK하닉 3.8%↑",코스피가 개장 이후 꾸준히 상승폭을 키워 2500선을 넘긴 채 장을 끝냈다. 외국인 투자자가 현·선물 합쳐 1조원 가까이 담았다. 3일.. 한국경제 | 2024-12-03 15:45:16,한국경제,2024-12-03 15:45:16,https://n.news.naver.com/mnews/article/015/0005064758
“내년 美 금리인하 전망…하이일드 채권 투자 매력 높아”,AB자산운용 ‘글로벌 경기·하이일드 채권시장 전망’ 내년 미국 연방준비제도(연준·Fed)가 금리 인하 기조를 유지함에 따라 미국 하이일.. 매일경제 | 2024-12-03 15:45:14,매일경제,2024-12-03 15:45:14,https://n.news.naver.com/mnews/article/009/0005407076
‘돌아온 핀테크의 시간’ 월가 “S&P500 편입 호재 기대…이 주식 내년에도 달린다,"연말 쇼핑시즌…美핀테크 ‘훨훨’ 월가 “블록, 내년에도 달린다” 금융 규제 완화·금리 인하 기대 목표가 33% 올려 120달러 제시 도.. 매일경제 | 2024-12-03 15:45:11",매일경제,2024-12-03 15:45:11,https://n.news.naver.com/mnews/article/009/0005407075
한화리츠 “우량 오피스·데이터센터 편입하고 신용등급 높이겠다”,“서울 업무 핵심권역 중 하나인 강남권역(GBD)의 주요 오피스를 편입하거나 개발 중인 데이터센터를 선매입해 경쟁력 있는 리츠로 거듭나.. 매일경제 | 2024-12-03 15:44:06,매일경제,2024-12-03 15:44:06,https://n.news.naver.com/mnews/article/009/0005407073
"‘약물 적응증 확장’ 온코크로스, 코스닥 상장 출사표",암 조기진단 사업도 진출목표 이달 9~10일 일반청약 예정 “인공지능을 통한 신약개발로 난치병 환자에게 희망이 되겠다.” 김이랑 온코크.. 매일경제 | 2024-12-03 15:43:19,매일경제,2024-12-03 15:43:19,https://n.news.naver.com/mnews/article/009/0005407072
"비트코인, 美 매도 우려에 한때 9만4000달러 하락...리플은 급등[매일코인]",비트코인이 미국 정부가 범죄 웹사이트 실크로드에서 압수한 20억달러 상당의 비트코인을 코인베이스프라임으로 이동시켰다는 소식이 전해지면서.. 매일경제 | 2024-12-03 15:42:11,매일경제,2024-12-03 15:42:11,https://n.news.naver.com/mnews/article/009/0005407068
