subject,summary,press,wdate,link
4년만에 ‘파묘’된 하이브 계약…‘사법 리스크’ 정말 없나[마켓인],하이브(352820) 대주주 사모펀드(PEF)들의 상장일 ‘폭탄 매도’는 2020년 상장 당시에도 논란이 됐다. 상장 직후 ‘따상’을 .. 이데일리 | 2024-12-04 17:44:16,이데일리,2024-12-04 17:44:16,https://n.news.naver.com/mnews/article/018/0005899080
계엄 뒤 탄핵…이재명·한동훈 테마株 줄줄이 상한가,조국·오세훈 등 정치인 테마주 강세 간밤 비상계엄 사태 이후 윤석열 대통령에 대한 탄핵소추안이 국회에 제출된 가운데 4일 증시에서 이재.. 디지털타임스 | 2024-12-04 17:43:07,디지털타임스,2024-12-04 17:43:07,https://n.news.naver.com/mnews/article/029/0002920450
"'50조 안정펀드' 뒷수습에도 外人 6300억 투매…""밸류다운 자초""",45년 만의 비상계엄 사태에 4일 국내 증시는 일제히 고꾸라졌다. 전날 8월 이후 최대 규모의 순매수를 기록하며 바닥을 다졌던 외국인은.. 서울경제 | 2024-12-04 17:40:14,서울경제,2024-12-04 17:40:14,https://n.news.naver.com/mnews/article/011/0004423371
대왕고래·원전…가라앉은 '尹 대장주',정부 사업동력 상실 우려에 동해 가스전 개발 가스공사 하루만에 18.8% 떨어져 원전 수혜주 두산에너빌도 상승세 꺾이며 10% 하락 '.. 매일경제 | 2024-12-04 17:40:08,매일경제,2024-12-04 17:40:08,https://n.news.naver.com/mnews/article/009/0005408021
[단독] 국내 2위 부동산 투자운용사 마스턴투자운용 최대주주 지분 매물로,국내 2위 부동산 투자 전문 자산운용사인 마스턴투자운용의 경영권 지분이 인수합병(M&A) 시장에 나왔다. 4일 투자은행(IB) 업계에 .. 매일경제 | 2024-12-04 17:37:08,매일경제,2024-12-04 17:37:08,https://n.news.naver.com/mnews/article/009/0005408015
계엄령 사태에도 열린 증선위....랩·신탁 제재 논의 막바지,"지난 3일 밤 계엄령 선포 사태로 정국 혼란이 빚어진 가운데 금융당국은 예정된 증권선물위원회(증선위) 일정을 소화했다. 쌓여있는 검사,.. 비즈워치 | 2024-12-04 17:35:10",비즈워치,2024-12-04 17:35:10,https://n.news.naver.com/mnews/article/648/0000031300
"외국인 7천억 팔았다...""자금이탈 압력 커져""","사상 초유의 150분짜리 비상 계엄령의 후폭풍이 거셉니다. 취재기자와 자세히 들여다보겠습니다. 증권부 조연 기자 나왔습니다. 조 기자,.. 한국경제TV | 2024-12-04 17:33:41",한국경제TV,2024-12-04 17:33:41,https://n.news.naver.com/mnews/article/215/0001190423
잇단 가상자산 `패닉셀`… 국내거래소 엑소더스?,비트코인 1.3억 → 8800만원대로 리플은 3700 → 1600원대 '반토막' 변동성 낮은 해외로 이탈 가능성 윤석열 대통령이 비상계.. 디지털타임스 | 2024-12-04 17:30:00,디지털타임스,2024-12-04 17:30:00,https://n.news.naver.com/mnews/article/029/0002920441
"비상계엄에 흔들린 한국 평판, 국가신용등급 영향은[마켓인]",윤석열 대통령이 일으킨 비상 계엄령 선포·해제 사태가 6시간 만에 일단락됐지만 한국 시장에 적잖은 상흔을 남겼다. 이번 계엄 사태는 한.. 이데일리 | 2024-12-04 17:28:12,이데일리,2024-12-04 17:28:12,https://n.news.naver.com/mnews/article/018/0005899063
오리엔트정공·이스타코 ‘줄상한가’…정치인 희비 따라 춤춘 테마주,윤석열 대통령의 비상계엄 선포·해제 사태 여파로 ‘정치 테마주’가 4일 국내 증시를 흔들었다. 정치적 불확실성이 커지며 전반적인 하락세.. 서울경제 | 2024-12-04 17:28:09,서울경제,2024-12-04 17:28:09,https://n.news.naver.com/mnews/article/011/0004423363
'계엄 충격'에 외국인 대거 이탈…코인 시장도 '출렁',1979년 이후 45년 만에 사상 초유의 비상계엄이 선포된 가운데 국내 금융시장이 출렁이고 있다. 비상계엄은 6시간여 만에 해제됐지만 .. 이데일리 | 2024-12-04 17:25:08,이데일리,2024-12-04 17:25:08,https://n.news.naver.com/mnews/article/018/0005899060
"비상계엄 사태에 채권 시장 약세…""정치적 불확실성 관망 지속""","간밤에 이뤄진 비상계엄 사태에도 채권 시장이 약세를 보였으나, 금융투자업계 전문가들은 시장이 비교적 빠르게 안정을 찾았다고 평가했다. .. 머니투데이 | 2024-12-04 17:10:09",머니투데이,2024-12-04 17:10:09,https://n.news.naver.com/mnews/article/008/0005123571
밸류업ETF 상장 한달…일제히 '밸류 다운',국내 증시에 상장한 지 한 달이 지난 밸류업 상장지수펀드(ETF) 12개 모두 손실을 기록했다. ‘코리아 밸류업 지수’를 그대로 추종하.. 이데일리 | 2024-12-04 17:07:08,이데일리,2024-12-04 17:07:08,https://n.news.naver.com/mnews/article/018/0005899044
"'비상계엄 쇼크'에 들썩인 코인 시장, 전문가 ""장기 영향력 제한""",코인 인사이트'는 가상자산 시장의 주요 현안을 다각도로 분석합니다. 복잡한 이슈를 관통하는 핵심 메시지 파악에 주력합니다. 건전한 가상.. 머니투데이 | 2024-12-04 17:01:32,머니투데이,2024-12-04 17:01:32,https://n.news.naver.com/mnews/article/008/0005123560
계엄령 '총격'은 없었지만 '충격'…외국인들 국내증시 떠났다,비상 계엄 사태 다음날인 오늘 국내 증시는 정상 개장했지만 코스피와 코스닥 모두 약세였다. 전일(3일) 미국 ISM(공급관리협회) 제조.. 머니투데이 | 2024-12-04 16:59:31,머니투데이,2024-12-04 16:59:31,https://n.news.naver.com/mnews/article/008/0005123557
밸류업한다더니…계엄으로 다 까먹었다,정부와 금융당국이 올해 코리아 디스카운트(한국 증시 저평가) 해소를 위해 밸류업 계획을 발표하는 등 각고의 노력을 했으나 전날 윤석열 .. 이데일리 | 2024-12-04 16:57:11,이데일리,2024-12-04 16:57:11,https://n.news.naver.com/mnews/article/018/0005899031
"""더 나올 악재는 없을 줄""…'6중고' 빠진 국내 증시 어쩌나",국내 주식하면서 지금보다 더 심각한 상황은 없었습니다. 이미 온갖 악재에 짓눌려있다고 봤는데 정치적 불확실성까지 커졌습니다.”(A 자산.. 한국경제 | 2024-12-04 16:55:10,한국경제,2024-12-04 16:55:10,https://n.news.naver.com/mnews/article/015/0005065492
"간밤 계엄령에 아찔했던 증권가…""오히려 매수 기회?""","간밤 금융시장이 요동치면서 증권가는 아찔한 시간을 보냈습니다. 오늘 정상 개장한 증권시장, 변동성은 예상보다 더 확대되진 않았지만 한치.. 이데일리 | 2024-12-04 16:55:08",이데일리,2024-12-04 16:55:08,https://n.news.naver.com/mnews/article/018/0005899026
"'코리아 디스카운트' 심화될까... 한 달간 4조판 외인, 계엄 충격에 매도공세 '재개'",비상계엄 쇼크로 외국인 투자자들의 한국증시 이탈이 심화될 것이란 우려가 나오고 있다. 최근 한달간 4조원이상 내다판 외국인의 매도공세가.. 파이낸셜뉴스 | 2024-12-04 16:54:15,파이낸셜뉴스,2024-12-04 16:54:15,https://n.news.naver.com/mnews/article/014/0005277337
하루 만에 970선 되돌림...밸류업 '발등 찍은' 비상계엄,이틀 연속 오르던 코리아 밸류업 지수가 전날 비상계엄 선포 이후 약세로 돌아섰다. 하루 만에 10p가까이 빠져 970선으로 회귀했다. .. 파이낸셜뉴스 | 2024-12-04 16:54:12,파이낸셜뉴스,2024-12-04 16:54:12,https://n.news.naver.com/mnews/article/014/0005277336
"계엄에 튀어버린 환율···환헤지 ETF, 상대적 저성과 우려",비상계엄 후폭풍에 원·달러 환율이 출렁이면서 국내 환헤지 상장지수펀드(ETF) 투자자들의 수익률 저하 우려가 제기되고 있다. 환율시장이.. 파이낸셜뉴스 | 2024-12-04 16:54:11,파이낸셜뉴스,2024-12-04 16:54:11,https://n.news.naver.com/mnews/article/014/0005277335
"국내 증시, 우려보단 나았지만…""탄핵 정국 변수 남아""",윤석열 대통령이 전날 비상계엄을 선포했다가 6시간 만에 해제한 가운데 야당이 4일 대통령 탄핵 소추안을 국회에 제출했다. 증권가에서는 .. 비즈워치 | 2024-12-04 16:53:09,비즈워치,2024-12-04 16:53:09,https://n.news.naver.com/mnews/article/648/0000031296
尹이 콕 찍어 비판했던 카카오…탄핵 국면에 '급등',카카오 그룹주가 일제히 급등했다. 윤석열 대통령 취임 이후 줄곧 부각되던 사법리스크가 약화할 것이란 기대가 작용한 영향으로 풀이된다. .. 한국경제 | 2024-12-04 16:44:10,한국경제,2024-12-04 16:44:10,https://n.news.naver.com/mnews/article/015/0005065486
비상계엄 후폭풍에 고환율 수혜주로 피신,윤석열 대통령의 비상계엄 선포 여파로 원·달러 환율 변동성이 커지고 있다. 특히 외국인 자금 이탈도 거세지면서 국내 주식 시장의 투자 .. 이데일리 | 2024-12-04 16:44:08,이데일리,2024-12-04 16:44:08,https://n.news.naver.com/mnews/article/018/0005899021
"MBK, 고려아연과 비밀유지계약 위반 논란…구체적 조항 봤더니",MBK파트너스가 고려아연과 체결해 올해 5월 종료된 신사업 관련 핵심자료들의 '비밀유지계약(NDA)'의 세부적인 조항이 드러났다. 계약.. 비즈워치 | 2024-12-04 16:41:09,비즈워치,2024-12-04 16:41:09,https://n.news.naver.com/mnews/article/648/0000031293
"과거 탄핵 정국 보니…""박근혜 땐 주식 상승, 노무현 때는 하락""",'비상계엄' 사태가 일단락되며 증시가 안정을 찾았지만 윤석열 대통령 탄핵안이 대두되면서 투자자들의 불안은 가라앉지 않고 있다. 과거 탄.. 한국경제 | 2024-12-04 16:40:13,한국경제,2024-12-04 16:40:13,https://n.news.naver.com/mnews/article/015/0005065483
정치 불안에 韓 증시 떠나는 외국인…금융주 직격탄[핫종목],윤석열 대통령의 갑작스러운 비상계엄 선포를 계기로 시작된 정국 불안에 외국인이 국내 증시를 떠나고 있다. 외국인 투자 비중이 높은 금융.. 뉴스1 | 2024-12-04 16:37:34,뉴스1,2024-12-04 16:37:34,https://n.news.naver.com/mnews/article/421/0007946197
`윤석열 탄핵` 정국 가시화…`대왕고래`·원전株 급락세,한국가스공사 18.75% 감소 체코 관련주도 줄줄이 하락 비상계엄 사태 후폭풍으로 국정 동력 상실 우려가 제기된 동해 심해 가스전 개발.. 디지털타임스 | 2024-12-04 16:37:07,디지털타임스,2024-12-04 16:37:07,https://n.news.naver.com/mnews/article/029/0002920416
“국정과제 어찌 되나”...‘대왕고래’·원전株 일제히 급락 [투자360],대왕고래 테마주 줄줄이 52주 신저가 ‘된서리’ 윤석열 대통령이 지난달 7일 대국민기자회견에서 ‘대왕고래 프로젝트’에 대해 설명하고 있.. 헤럴드경제 | 2024-12-04 16:35:16,헤럴드경제,2024-12-04 16:35:16,https://n.news.naver.com/mnews/article/016/0002397264
"尹 탄핵 수혜株?… 카카오그룹, 시총 하루 만에 1조원 뛰며 8위로","카카오그룹 시가총액이 하루 만에 1조원 넘게 늘면서, 대기업 집단 가운데 8위로 올라섰다. 비상계엄 사태로 윤석열 대통령의 탄핵 가능성.. 조선비즈 | 2024-12-04 16:35:07",조선비즈,2024-12-04 16:35:07,https://n.news.naver.com/mnews/article/366/0001037279
서학개미 따라만 샀어도…올 수익률 70%,국내 증시에 대한 비관론이 커지며 미국 증시로 눈을 돌리는 투자자들이 늘어나고 있다. 올해 ‘서학개미(해외주식에 투자하는 개인 투자자).. 이데일리 | 2024-12-04 16:32:15,이데일리,2024-12-04 16:32:15,https://n.news.naver.com/mnews/article/018/0005899008
"'계엄 사태'가 호재?…카카오그룹주, 시총 2.7조 불어나[핫종목]",카카오(035720) 그룹주 시가총액이 하루 만에 2조 7000억 원 넘게 불어났다. 더불어민주당 등 6개 야당이 공동으로 윤석열 대통.. 뉴스1 | 2024-12-04 16:32:07,뉴스1,2024-12-04 16:32:07,https://n.news.naver.com/mnews/article/421/0007946169
"계엄 정국에 널뛴 ‘정치 테마株’…""끝은 언제나 비참, 유의해야""",윤석열 대통령이 촉발한 ‘계엄 정국’은 ‘정치 테마주’의 주가 변동성을 키웠다. 정치 테마주는 기업의 본질적 가치와 무관하게 변동성이 .. 이데일리 | 2024-12-04 16:30:06,이데일리,2024-12-04 16:30:06,https://n.news.naver.com/mnews/article/018/0005899005
"“外人 4000억 넘게 던졌다”…코스피, 계엄사태 여파로 1.4% 하락 마감 [투자360]",게티이미지뱅크 비상계엄 사태 여파로 정치 불확실성이 커지면서 코스피지수는 4일 1.4%가량 떨어진 2460대에 장을 마쳤다. 계엄령이 .. 헤럴드경제 | 2024-12-04 16:28:15,헤럴드경제,2024-12-04 16:28:15,https://n.news.naver.com/mnews/article/016/0002397258
“우리가 무슨 잘못했길래”…‘尹 수혜주’ 낙인 찍혀 폭락한 이 종목,대왕고래·원전 관련주 사업동력 상실 우려에 줄줄이 두자릿수 급락 원전 수혜주 두산에너빌도 상승세 꺾이며 10% 하락 ‘계엄령 선포 사태.. 매일경제 | 2024-12-04 16:27:07,매일경제,2024-12-04 16:27:07,https://n.news.naver.com/mnews/article/009/0005407924
걱정했던 최악은 피했다…‘계엄 후폭풍’ 韓 증시 반등 대신 추가 조정 가능성 ↑[투자360],코스피 1.4% 하락으로 ‘선방’…금융당국 시장안정에 총력 대응 “국내 시장 유동성 부족…외국인 자금 이탈시 낙폭 확대 우려” 전문가들.. 헤럴드경제 | 2024-12-04 16:26:15,헤럴드경제,2024-12-04 16:26:15,https://n.news.naver.com/mnews/article/016/0002397257
내·외국인 모두 계엄령에 증시 우왕좌왕...일단 팔고보자,간밤 갑작스럽게 윤석열 대통령이 비상계엄을 선포하자 글로벌 시장에 상장된 한국 관련 상품들이 일제히 타격을 입었다. 사태가 조속히 종료.. 머니투데이 | 2024-12-04 16:25:28,머니투데이,2024-12-04 16:25:28,https://n.news.naver.com/mnews/article/008/0005123527
尹 탄핵 추진에 이재명·한동훈 등 정치인 테마株 일제히 급등 마감 [투자360],"이재명, 한동훈 이어 조국·오세훈·박영선 테마주도 급등 野, 4일 오후 2시 40분 윤 대통령 탄핵소추안 제출 3일 밤 윤석열 대통령,.. 헤럴드경제 | 2024-12-04 16:25:08",헤럴드경제,2024-12-04 16:25:08,https://n.news.naver.com/mnews/article/016/0002397255
尹 탄핵 가능성에…이재명·한동훈 등 정치테마株 '불기둥'[핫종목],"간밤 비상계엄을 선포했던 윤석열 대통령을 상대로 한 퇴진 요구가 거세지고, 탄핵소추안까지 발의되면서 이재명 더불어민주당 대표, 한동훈 .. 뉴스1 | 2024-12-04 16:23:33",뉴스1,2024-12-04 16:23:33,https://n.news.naver.com/mnews/article/421/0007946142
"코스피, '비상 계엄 후폭풍` 외인 매도 공세에 1%대 하락(종합)",코스피가 외국인의 매도 공세에 1%대 하락 마감했다. 4일 코스피는 전 거래일(2500.10)보다 36.10포인트(1.44%) 내린 2.. 뉴시스 | 2024-12-04 16:23:11,뉴시스,2024-12-04 16:23:11,https://n.news.naver.com/mnews/article/003/0012941781
외국인들 한국주식 다시 던졌다…정치 리스크 단기적이라지만,비상계엄 여파로 국내 증시에 대한 우려가 커지는 가운데 과거 한국의 주요 정치 불확실성이 극대화됐을 당시를 살펴보면 장기적인 영향은 제.. 머니투데이 | 2024-12-04 16:17:28,머니투데이,2024-12-04 16:17:28,https://n.news.naver.com/mnews/article/008/0005123517
"거래소, 증시 정상 운영→미정→개장 결정까지...긴박했던 9시간[실패한 계엄령]",한국거래소가 한밤 갑작스러운 비상계엄 사태에도 국내 증시를 정상적으로 개장한 뒤 비상 대응 체계를 이어가고 있다. 당초 거래소는 비상계.. 데일리안 | 2024-12-04 16:17:10,데일리안,2024-12-04 16:17:10,https://n.news.naver.com/mnews/article/119/0002900226
"""이게 무슨 날벼락"" 개미들도 화들짝…정책·정치 테마주 폭등락",비상계엄령 선포·해제 이슈의 여파로 국내 증시가 크게 출렁였다. 정치 불확실성이 금융시장까지 번질 수 있다는 우려에 외국인은 대규모 매.. 머니투데이 | 2024-12-04 16:13:34,머니투데이,2024-12-04 16:13:34,https://n.news.naver.com/mnews/article/008/0005123514
모티브링크 “글로벌 전동화 부품 모듈회사로 도약할 것”,"“자동차 시장의 궁극적인 미래는 자율주행으로, 올해 전기차 캐즘(일시적 수요정체) 상황에서도 전동화 부품의 개발은 전년보다 증가했습니다.. 매일경제 | 2024-12-04 16:12:09",매일경제,2024-12-04 16:12:09,https://n.news.naver.com/mnews/article/009/0005407910
"‘1.3억→8000만→1.3억’ 비트코인 김치장, 수직낙하 후 급반등…왜? [투자360]",‘김치프리미엄’ 일시적으로 -32%까지 벌어져 “과열 우려 속 시장 불안에 투자심리 꺾여…접속 장애도 영향” [헤럴드경제=신동윤 기자].. 헤럴드경제 | 2024-12-04 16:09:07,헤럴드경제,2024-12-04 16:09:07,https://n.news.naver.com/mnews/article/016/0002397240
"정치 불안에 짐챙긴 외국인…코스피 1.4% 하락 2,460대로 밀려(종합)",외국인 현·선물 7천억원 넘게 순매도…코스닥서도 150억원 '팔자' 코스피 종목 76% 하락 속 고려아연·카카오 강세…코스닥 2% 약세.. 연합뉴스 | 2024-12-04 16:07:48,연합뉴스,2024-12-04 16:07:48,https://n.news.naver.com/mnews/article/001/0015084721
“정치불안에 K-주식서 짐 싼다”…외국인 ‘팔자’에 코스피 1.44% 하락,국내 증시가 외국인의 팔자세에 1%대 하락 마감했다. 지난 3일 밤 10시 28분 윤석열 대통령의 비상계엄 이후 불확실성이 높아진 영향.. 매일경제 | 2024-12-04 16:07:26,매일경제,2024-12-04 16:07:26,https://n.news.naver.com/mnews/article/009/0005407893
"홀로 뛰는 카카오, 초유 계엄 사태도 막지 못한 상승세",4일 증시 불안 속 하루 만에 8.50% 상승 마감 저점 대비 30% 가까이 올라 카카오페이 등 그룹주도 강세 카카오가 연말 심상치 않.. 더팩트 | 2024-12-04 16:07:11,더팩트,2024-12-04 16:07:11,https://n.news.naver.com/mnews/article/629/0000344430
외국인 돌아오나 했는데… ‘비상계엄 쇼크’에 4200억원 순매도,외국인 투자자가 국내 주식시장에서 모처럼 대규모 ‘사자’에 나선지 하루 만에 대규모 매도 물량을 쏟아냈다. 비상계엄 사태로 투자심리가 .. 조선비즈 | 2024-12-04 15:56:17,조선비즈,2024-12-04 15:56:17,https://n.news.naver.com/mnews/article/366/0001037257
비상계엄에 증시 '휘청'…저가매수 기회일까 [장 안의 화제],※ 한국경제TV 생방송 성공투자오후증시는 매일 오후 2시에 방영됩니다. 본 내용은 각 패널 개인의 의견일 뿐 투자 판단은 개인의 몫입니.. 한국경제TV | 2024-12-04 15:55:25,한국경제TV,2024-12-04 15:55:25,https://n.news.naver.com/mnews/article/215/0001190402
"'계엄'에 놀란 외인, 7800억 팔고 떠났다…코스피, 2460선 '후퇴'",4일 코스피 지수가 비상계엄 여파에 외국인 투자자의 자금 이탈이 나타나면서 2460선으로 후퇴했다. 코스닥 지수도 2% 가까이 떨어졌다.. 한국경제 | 2024-12-04 15:54:11,한국경제,2024-12-04 15:54:11,https://n.news.naver.com/mnews/article/015/0005065444
"비트코인, 계엄 선포 직후 8천만원대로 수직낙하 후 급반등…왜?","'김치프리미엄' 일시적으로 -32%까지 벌어져 ""과열 우려 속 시장 불안에 투자심리 꺾여…접속 장애도 영향"" 비상계엄 사태로 국내 가상.. 연합뉴스 | 2024-12-04 15:52:54",연합뉴스,2024-12-04 15:52:54,https://n.news.naver.com/mnews/article/001/0015084685
尹계엄 여파 2% 가까이 하락…정치테마 급등[코스닥 마감],코스닥 지수가 윤석열 대통령의 비상계엄 여파로 2% 가까이 하락하며 670선까지 밀렸다. 4일 엠피닥터에 따르면 이날 코스닥 지수는 전.. 이데일리 | 2024-12-04 15:49:06,이데일리,2024-12-04 15:49:06,https://n.news.naver.com/mnews/article/018/0005898968
엔비디아 대신 반도체 3배 ‘속슬’ 투자···“다시 오를 때 됐다”,"서학개미, 반도체 3배 ‘속슬’ 4200억 순매수 레버리지 상품탓 지난 6개월간 37% 하락 美, 中반도체 규제안 다 나와 불확실성 제.. 매일경제 | 2024-12-04 15:48:11",매일경제,2024-12-04 15:48:11,https://n.news.naver.com/mnews/article/009/0005407853
"김광석 실장 ""탄핵정국서 예산안·리더십 공백 우려""",한국경제산업연구원 김광석 경제연구실장과 함께합니다. 오늘 인터뷰 끝나고 기재부 회의에 참석할 예정이시라고요? 네 그렇습니다. 기획재정.. 한국경제TV | 2024-12-04 15:43:25,한국경제TV,2024-12-04 15:43:25,https://n.news.naver.com/mnews/article/215/0001190400
"코인 와르르 떨어지자 ""줍줍""…계엄령에 50조 뭉칫돈 몰렸다",국내 가상자산거래소의 하루 거래액이 비상계엄 사태 여파로 50조원을 돌파했다. 국내 증시의 하루 거래대금을 3배 넘게 추월한 것으로 전.. 머니투데이 | 2024-12-04 15:36:26,머니투데이,2024-12-04 15:36:26,https://n.news.naver.com/mnews/article/008/0005123484
계엄에 휘청인 환율…외화채 발행 기업 부담 커지나[마켓인],윤석열 대통령의 비상계엄이 6시간 만에 해프닝으로 끝났지만 정치적 불확실성이 이어지며 외화채 발행 기업들의 고심이 커질 전망이다. 정치.. 이데일리 | 2024-12-04 15:27:11,이데일리,2024-12-04 15:27:11,https://n.news.naver.com/mnews/article/018/0005898948
비상계엄發 외국 자본 위기?…하루새 '5천억' 증발했다,윤석열 대통령의 비상계엄이 단기간에 종료됐만 국내 증시에 대한 외국인들의 시선은 여전히 부정적이다. 정치 리스크가 확산됐던 과거를 돌이.. 이코노미스트 | 2024-12-04 15:07:11,이코노미스트,2024-12-04 15:07:11,https://n.news.naver.com/mnews/article/243/0000069085
"[단독]‘경영개선명령’ 무궁화신탁 매각 본격화…NH, 수협은 인수 검토 후 포기",금융당국으로부터 경영개선명령을 받은 무궁화신탁의 매각 작업이 본격화됐다. 4일 투자은행(IB) 업계에 따르면 최근 무궁화신탁은 매각 주.. 매일경제 | 2024-12-04 14:54:16,매일경제,2024-12-04 14:54:16,https://n.news.naver.com/mnews/article/009/0005407819
"글로벌 연기금들 잇따라 ""두산밥캣 분할합병 반대"" [시그널]",글로벌 연기금들이 두산에너빌리티(034020)의 두산밥캣(241560) 분할합병에 제동을 걸고 나섰다. 미국 최대 공적연금인 캘리포니아.. 서울경제 | 2024-12-04 14:41:10,서울경제,2024-12-04 14:41:10,https://n.news.naver.com/mnews/article/011/0004423246
해외 기관들 두산에너빌리티 합병 잇달아 반대… ”합병 논리 부족“,캐나다 공적 연금과 미국 최대 연기금인 캘리포니아 공무원 연금(CalPERS) 등 해외 주요 기관 투자자들이 두산에너빌리티의 분할합병에.. 조선비즈 | 2024-12-04 14:27:09,조선비즈,2024-12-04 14:27:09,https://n.news.naver.com/mnews/article/366/0001037206
"증권가도 계엄 여파 주시…""하락 불가피하나 제한적일 것""","코스피, 4일 장중 2%대 약세 유지…외인 5000억 매도 증권가, 과거 탄핵정국 등 정치 불확실성 사례 언급도 비상계엄 여파에 따른 .. 더팩트 | 2024-12-04 14:23:13",더팩트,2024-12-04 14:23:13,https://n.news.naver.com/mnews/article/629/0000344365
"CPPIB·캘퍼스, 두산에너빌리티 분할합병 제동[fn마켓워치]","캐나다 공적 연금(CPPIB), 미국 최대 연기금인 캘리포니아 공무원 연금(캘퍼스) 등 해외 주요 기관 투자자들이 두산에너빌리티의 분할.. 파이낸셜뉴스 | 2024-12-04 14:22:12",파이낸셜뉴스,2024-12-04 14:22:12,https://n.news.naver.com/mnews/article/014/0005277201
장은 열렸으나 코스피 '비상계엄 충격파'로 휘청,윤석열 대통령의 비상 계엄 사태 여파로 코스피 지수가 큰 폭으로 하락하며 2450선까지 떨어졌다. 4일 코스피 지수는 전일 대비 49... 비즈워치 | 2024-12-04 14:18:16,비즈워치,2024-12-04 14:18:16,https://n.news.naver.com/mnews/article/648/0000031284
"해외 기관들 두산에너빌 합병 반대…""분할·합병 논리 부족""",미국 최대 연기금 캘리포니아공무원연금(CalPERS)을 비롯한 해외 기관투자자들이 두산에너빌리티 분할합병에 반대 의견을 공표했다. 4일.. 한국경제 | 2024-12-04 14:14:15,한국경제,2024-12-04 14:14:15,https://n.news.naver.com/mnews/article/015/0005065393
