subject,summary,press,wdate,link
'출혈경쟁' 과했나…운용사 순익 4년來 최저,국내 자산운용 시장이 빠르게 성장하는 가운데 정작 자산운용사들의 수수료 수익성이 개선되지 않는 것으로 나타났다. 운용 보수가 낮은 채권.. 서울경제 | 2025-01-30 17:42:10,서울경제,2025-01-30 17:42:10,https://n.news.naver.com/mnews/article/011/0004445035
2월 MSCI 한국지수서 최대 16종목 제외 예상,다음 달 모건스탠리캐피털인터내셔널(MSCI) 한국지수 정기 변경을 앞두고 최대 16개 종목이 편출될 것이란 분석이 나온다. 국내 증시 .. 서울경제 | 2025-01-30 17:41:10,서울경제,2025-01-30 17:41:10,https://n.news.naver.com/mnews/article/011/0004445033
"코스콤, 차세대 전문투자자용 트레이딩 시스템 선보여",코스콤이 대체거래소(ATS) 출범과 국채전문유통시장(KTS) 개편에 앞서 전문 투자자용 트레이딩 시스템을 대폭 개선했다. 기존 프로그램.. 서울경제 | 2025-01-30 17:40:09,서울경제,2025-01-30 17:40:09,https://n.news.naver.com/mnews/article/011/0004445030
부동산 침체에…대체투자펀드 설정액 '반토막',저금리 시대 고수익 상품으로 주목받던 대체투자펀드가 저조한 수익률로 투자자들에게 외면받고 있다. 고금리 장기화와 팬데믹 이후 해외 오피.. 서울경제 | 2025-01-30 17:38:12,서울경제,2025-01-30 17:38:12,https://n.news.naver.com/mnews/article/011/0004445028
"2% 이자 받느니 투자하자…CMA, 이틀만에 9.7조 증발",증시 대기 자금으로 분류되는 국내 증권사의 종합자산관리계좌(CMA) 잔액이 도널드 트럼프 미국 대통령 취임 직후 순식간에 10조 원 가.. 서울경제 | 2025-01-30 17:37:07,서울경제,2025-01-30 17:37:07,https://n.news.naver.com/mnews/article/011/0004445026
중수익 투자 큰장 … PEF 실탄 장전 잰걸음,스틱·IMM·글랜우드 등 올해 본격 투자 집행 나설듯 올해 국내 사모신용펀드(PCF) 운용사들이 크레디트 투자에 박차를 가할 것으로 전.. 매일경제 | 2025-01-30 17:30:25,매일경제,2025-01-30 17:30:25,https://n.news.naver.com/mnews/article/009/0005436051
'딥시크'에 급락한 비트코인 파월 달래기 나서자 급반등,연휴동안 10만弗 붕괴후 회복 설 연휴 기간 7% 급락하며 10만달러 선이 무너졌던 비트코인이 금리 인하 방향성을 유지한 제롬 파월 미.. 매일경제 | 2025-01-30 17:30:20,매일경제,2025-01-30 17:30:20,https://n.news.naver.com/mnews/article/009/0005436049
추풍낙엽 인도증시 …저가매수나선 개미,센섹스지수 고점대비 11% 뚝 올들어서만 2.5% 넘게 빠져 관련 ETF도 최대 12% 급락 관세 리스크에 투자심리 냉각 개인은 이달 .. 매일경제 | 2025-01-30 17:30:17,매일경제,2025-01-30 17:30:17,https://n.news.naver.com/mnews/article/009/0005436048
“메리츠증권 벗어나자”...돈 빌린 기업들 이탈 시도[마켓인],이 기사는 2025년01월30일 14시20분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다. 시장 혼란기에 사정이 어려운 기업을 대상으로.. 이데일리 | 2025-01-30 17:21:07,이데일리,2025-01-30 17:21:07,https://n.news.naver.com/mnews/article/018/0005933542
경기침체 '나비효과'?…현금 유동화 나서는 코스닥 상장사 ↑,국내 경기 침체가 현실화하면서 코스닥 상장사들이 현금 유동화에 나서는 분위기다. 운영자금 확충과 재무구조 개선을 목적으로 유상증자와 사.. 이데일리 | 2025-01-30 17:01:16,이데일리,2025-01-30 17:01:16,https://n.news.naver.com/mnews/article/018/0005933535
"MBK·영풍 ""고려아연 순환출자 구조 구축은 '탈법행위'""","최윤범 고려아연 회장이 경영권 방어를 위해 해외 손자회사를 통한 순환출자 고리를 만든 것을 두고 MBK파트너스와 영풍 측이 ""탈법적 시.. 뉴스1 | 2025-01-30 16:57:59",뉴스1,2025-01-30 16:57:59,https://n.news.naver.com/mnews/article/421/0008047435
`딥시크`부터 `금리동결`까지… 설 연휴 더 키진 불확실성,"딥시크 ""자금 10%로 성능 구현"" 엔비디아·MS 등 AI대장주 폭락 연준의 4.25~4.50% 금리유지에 파월 vs 트럼프 '신경전'.. 디지털타임스 | 2025-01-30 16:50:00",디지털타임스,2025-01-30 16:50:00,https://n.news.naver.com/mnews/article/029/0002932248
"日 닛케이, 딥시크 쇼크 후 회복세…어드반테스트 3% 강세","중국발 '딥시크 쇼크'가 전세계 증시를 강타했지만, 일본 증시가 이내 회복세를 나타냈다. 일본 닛케이225 지수가 2거래일 연속 상승 .. 디지털타임스 | 2025-01-30 16:44:08",디지털타임스,2025-01-30 16:44:08,https://n.news.naver.com/mnews/article/029/0002932246
"‘딥시크 여진’ 끝?… 日 닛케이, 2거래일 연속 상승",중국 인공지능(AI) 스타트업 딥시크(DeepSeek)의 부상으로 흔들렸던 일본 증시가 2거래일 연속 상승 흐름을 보였다. 일본 닛케이.. 조선비즈 | 2025-01-30 16:34:12,조선비즈,2025-01-30 16:34:12,https://n.news.naver.com/mnews/article/366/0001050272
일 잘하는 AI...영화 한 편도 '뚝딱',희망을 잃어가는 세대에게 크리스마스의 따뜻함을 전하는 이야기. 2분 남짓의 이 단편 영상은 인공지능 AI가 만들었습니다. 문자로 대본만.. 이데일리 | 2025-01-30 16:10:11,이데일리,2025-01-30 16:10:11,https://n.news.naver.com/mnews/article/018/0005933517
트럼프 2.0시작…변동성 확대 주의보,트럼프 2.0 시대가 개막하면서 금융시장의 변동성이 좌우되는 ‘트럼프 트레이드’에 대한 경계감이 커지고 있다. 도널드 트럼프 미국 대통.. 이코노미스트 | 2025-01-30 16:00:13,이코노미스트,2025-01-30 16:00:13,https://n.news.naver.com/mnews/article/243/0000071995
행동주의·사모펀드 두려운 상장사들…정지원 삼일PwC 센터장[인터뷰],"3월 정기 주주총회 시즌을 앞둔 상장사들의 최대 화두는 '경영권 방어'다. 소액주주, 행동주의 펀드, 외국계 사모펀드, 다른 기업, 심.. 뉴시스 | 2025-01-30 16:00:00",뉴시스,2025-01-30 16:00:00,https://n.news.naver.com/mnews/article/003/0013039486
"외인 순매수 등에 업은 국내 증시, 2월에도 반등할까","2월 코스피 예상 밴드 2400~2700포인트 ""2월, 작년 8월부터 시작된 조정의 끝 무렵일 것"" 국내 증시가 외국인 투자자의 순매수.. 디지털타임스 | 2025-01-30 15:34:08",디지털타임스,2025-01-30 15:34:08,https://n.news.naver.com/mnews/article/029/0002932227
"“트럼프, AI 투자 땡큐”…반도체펀드 수익률 ‘들썩’[펀드와치]","도널드 트럼프 2기 행정부 출범에 시장 경계감이 높아지며 지난주 국내 주식형 펀드 수익률은 약보합 흐름을 보였지만, SK하이닉스 등을 .. 이데일리 | 2025-01-30 15:25:10",이데일리,2025-01-30 15:25:10,https://n.news.naver.com/mnews/article/018/0005933505
"딥시크 나와도 'AI 슈퍼사이클' 계속된다…""지금은 매수 기회""",중국 AI(인공지능) 스타트업 딥시크가 시장에 충격을 던졌지만 AI 슈퍼사이클(초호황기)이 계속될 것이라는 진단이 나왔다. 미국 반도체.. 머니투데이 | 2025-01-30 15:24:26,머니투데이,2025-01-30 15:24:26,https://n.news.naver.com/mnews/article/008/0005146860
"금감원, 내부회계관리 위반 15건 적발…최대 1200만원 과태료",금융감독원이 내부회계관리 관련 규정 위반이 반복되고 있다며 적발 사례를 공개하고 유의사항을 안내했다. 금융감독원은 2023 회계연도 내.. 머니투데이 | 2025-01-30 15:23:46,머니투데이,2025-01-30 15:23:46,https://n.news.naver.com/mnews/article/008/0005146859
"MBK “고려아연, 상호출자 규제 회피…입법 취지 위배 첫 사례” [시그널]",최윤범 고려아연(010130) 회장이 호주 손자회사 선메탈코퍼레이션(SMC)으로 하여금 영풍(000670) 지분을 취득해 신규 순환출자.. 서울경제 | 2025-01-30 15:01:10,서울경제,2025-01-30 15:01:10,https://n.news.naver.com/mnews/article/011/0004444981
"하나證 “기아, 환율 가정 바꾸면 더 높은 영업익 가능”",하나증권은 기아가 제시한 2025년 가이던스(Guidance·실적 전망치)가 미국 달러화 대비 원화 환율(원·달러 환율)을 보수적으로 .. 조선비즈 | 2025-01-30 14:55:09,조선비즈,2025-01-30 14:55:09,https://n.news.naver.com/mnews/article/366/0001050263
'딥시크 쇼크' 韓증시에 악재일까 호재일까…개미 '초긴장' [노정동의 어쩌다 투자자],"국내 증시가 설 연휴로 휴장한 사이 미국, 일본 등 글로벌 주요 증시가 '딥시크 폭격'으로 출렁인 가운데 오는 31일 재개되는 국내 증.. 한국경제 | 2025-01-30 14:49:12",한국경제,2025-01-30 14:49:12,https://n.news.naver.com/mnews/article/015/0005087568
올해 크레딧 시장 큰장 선다… 블라인드펀드 속속 결성,스틱·IMM·글랜우드 등 주요 운용사 자금 확보해 올해 본격 집행 나설듯 올해 국내 사모신용펀드(PCF) 운용사들이 크레딧 투자에 박차.. 매일경제 | 2025-01-30 14:15:08,매일경제,2025-01-30 14:15:08,https://n.news.naver.com/mnews/article/009/0005435925
"""엔비디아도 딥시크 충격"" 급락…휴장 마치는 韓증시, 돈 빼? 말아?",설 연휴를 마치고 열릴 국내 증시가 '딥시크 충격'을 피해 갈 수 없을 거라는 진단이 나온다. 휴장 기간 미국 증시에서 AI(인공지능).. 머니투데이 | 2025-01-30 14:14:22,머니투데이,2025-01-30 14:14:22,https://n.news.naver.com/mnews/article/008/0005146843
연초부터 보험사 자본확충 분주…올해도 기록 새로 쓰나,보험업계가 자본 확충에 분주하다. 지난해 역대 최대 규모를 기록한 자본성 증권 발행이 올해도 이어지며 업계의 활발한 움직임을 보이고 있.. 매일경제 | 2025-01-30 14:14:08,매일경제,2025-01-30 14:14:08,https://n.news.naver.com/mnews/article/009/0005435921
“카브아웃딜 올해도 활발”···M&A시장 회복 지연에 대기업 구조조정 맞물려,지난해 국내 대기업이 구조조정에 나서며 카브아웃딜(Carve-out Deal) 거래가 급증했다. 비핵심 사업 부문을 정리하는 움직임이 .. 매일경제 | 2025-01-30 14:12:11,매일경제,2025-01-30 14:12:11,https://n.news.naver.com/mnews/article/009/0005435920
"연휴 지나고 공모주 큰장 선다... 2월, 13개사 청약",설 연휴 이후 공모주 시장이 활기를 띨 전망이다. 다음달에 무려 13곳의 기업공개(IPO) 일반 청약이 대기하고 있어서다. 특히 2월 .. 파이낸셜뉴스 | 2025-01-30 14:11:13,파이낸셜뉴스,2025-01-30 14:11:13,https://n.news.naver.com/mnews/article/014/0005301510
“무소유의 나라 아니었어?”...비트코인 보유국 5위에 오른 부탄이 대박 난 사연,"미국·중국 등 비트코인 대량 압수 불법 거래, 해킹 범죄가 원인 부탄, 남는 전력 활용해 채굴 엘살바도르는 법정화폐 채택 우크라이나 기.. 매일경제 | 2025-01-30 14:11:08",매일경제,2025-01-30 14:11:08,https://n.news.naver.com/mnews/article/009/0005435919
"""연휴라 다행이네"" 설 연휴 쉬어간 증시…'딥시크 악재' 어쩌나",올해 긴 설 연휴로 국내 증시가 잠시 쉬어가는 가운데 연휴 이후 증시 흐름에 투자자들의 이목이 쏠리고 있다. 30일 증권업계에 따르면 .. 뉴스1 | 2025-01-30 14:02:44,뉴스1,2025-01-30 14:02:44,https://n.news.naver.com/mnews/article/421/0008047152
연휴 지나자 IPO 슈퍼위크…‘이것’ 보면 옥석 가린다,긴 연휴를 보낸 기업공개(IPO) 시장이 일반청약 및 상장 일정이 몰리는 슈퍼위크로 2월을 시작한다. 증시 데뷔가 임박한 조대어 LG .. 이데일리 | 2025-01-30 14:00:14,이데일리,2025-01-30 14:00:14,https://n.news.naver.com/mnews/article/018/0005933448
딥시크에 '매파' 파월까지…설 연휴 이후 韓 증시 '안갯속'[주간증시전망],설 연휴 기간 미국의 AI 빅테크 기업들의 주가가 일제히 무너지면서 국내 증시도 변동성이 커질 것이라는 전망이 나온다. 중국의 AI 스.. 이데일리 | 2025-01-30 13:57:09,이데일리,2025-01-30 13:57:09,https://n.news.naver.com/mnews/article/018/0005933447
"나스닥 강타한 딥시크 쇼크…국내 증시는? ""충격 강도 제한적""","중국 인공지능(AI) 스타트업 딥시크(DeepSeek) 쇼크로 엔비디아, 브로드컴 등의 주가가 크게 출렁이는 가운데 국내 증권가에선 오.. 디지털타임스 | 2025-01-30 13:51:07",디지털타임스,2025-01-30 13:51:07,https://n.news.naver.com/mnews/article/029/0002932202
금리인하 시기 주목할 ETF는..장기채·리츠 주목,"장기채 및 리츠 관련 상장지수펀드(ETF)가 금리인하기 유망 상품으로 주목하고 있다. 금리가 내릴 때 채권 가격이 상승하고, 리츠의 조.. 파이낸셜뉴스 | 2025-01-30 13:36:16",파이낸셜뉴스,2025-01-30 13:36:16,https://n.news.naver.com/mnews/article/014/0005301497
이복현 금감원장 “美 연준 인플레이션 재발 우려… 상반기 대내외 불확실성 확대 계속”,"이복현 금융감독원장은 “미국 연방준비제도(Fed·연준)가 시장 예상대로 금리를 동결했으나, 인플레이션 재발 우려를 암시하며 금리인하를 .. 조선비즈 | 2025-01-30 13:31:12",조선비즈,2025-01-30 13:31:12,https://n.news.naver.com/mnews/article/366/0001050251
"""트럼프 수혜주? 일단 담아"" 외인 장바구니 살펴보니","외국인 투자자들이 트럼프 수혜주를 담고 있다. 막대한 인프라 투자를 예고한 인공지능(AI) 관련주를 비롯해 원전, 우주 관련주에 매수세.. 파이낸셜뉴스 | 2025-01-30 13:29:11",파이낸셜뉴스,2025-01-30 13:29:11,https://n.news.naver.com/mnews/article/014/0005301494
"NH투자증권, 조직개편 통해 리테일 드라이브",NH투자증권이 리테일 비즈니스의 성장과 경쟁 우위 확보를 위해 조직 개편을 하는 등 전사적으로 드라이브를 걸고 있다. 30일 NH투자증.. 아시아경제 | 2025-01-30 13:29:10,아시아경제,2025-01-30 13:29:10,https://n.news.naver.com/mnews/article/277/0005539454
"LG화학 찜 재영텍, 세마인베 투자유치[fn마켓워치]",이차전지 리사이클링(재활용) 기업 재영텍이 과학기술인공제회 자회사 세마인베스트먼트로부터 투자를 유치했다. 재영텍은 국내에서 유일하게 배.. 파이낸셜뉴스 | 2025-01-30 13:26:17,파이낸셜뉴스,2025-01-30 13:26:17,https://n.news.naver.com/mnews/article/014/0005301491
삼성전자 7000억 담은 개미… 외국인은 '여기'로 갈아탔다?,올 1월 한 달 동안 코스피가 5.72% 상승하며 강세를 보였다. 지수 상승을 견인한 것은 개인과 외국인 투자자의 적극적인 순매수였다... 머니S | 2025-01-30 13:20:44,머니S,2025-01-30 13:20:44,https://n.news.naver.com/mnews/article/417/0001054772
"고환율에 명절 해외여행 포기했는데…환율, 앞으론 내릴까",직장인 정 씨(36)는 올해 설날이 장기 연휴인 만큼 괌으로 가족여행을 계획했지만 원·달러 환율을 계산해보니 예산을 훌쩍 넘는 바람에 .. 이데일리 | 2025-01-30 13:19:09,이데일리,2025-01-30 13:19:09,https://n.news.naver.com/mnews/article/018/0005933438
"“비트코인 역대급 호황 올 것...2월 증시 대폭락” 기요사키 재차 강조, 왜?",'부자 아빠 가난한 아빠'의 저자 미국인 로버트 기요사키가 증시 폭락 가능성을 재차 경고하며 비트코인이 역대급 호황기를 맞을 것이라고 .. 이코노미스트 | 2025-01-30 12:50:13,이코노미스트,2025-01-30 12:50:13,https://n.news.naver.com/mnews/article/243/0000071986
"공개매수자·자문사 직원들, 미공개 정보로 부당이득 ‘검찰 고발’",금융위원회와 금융감독원이 상장회사 주식 공개매수 과정에서 미공개 중요정보를 이용한 불공정거래 행위를 적발해 검찰에 고발·통보했다. 31.. 이데일리 | 2025-01-30 12:01:15,이데일리,2025-01-30 12:01:15,https://n.news.naver.com/mnews/article/018/0005933391
"공개매수社·로펌 직원들, 공개매수 업무하며 수십억원 부당이득 취해 덜미","미공개 정보 이용 위반 증선위, 검찰에 고발·통보 한 상장사의 공개매수를 돕던 업체 직원과 법무법인 직원들이 공개매수 업무 과정에서 얻.. 조선비즈 | 2025-01-30 12:01:13",조선비즈,2025-01-30 12:01:13,https://n.news.naver.com/mnews/article/366/0001050245
"""메뉴 가격 인상?""…3중고에 고민 깊어지는 자영업자들",“가격을 올려야 할 지 말 지 두 달 째 고민 중입니다.” 서울시 마포구에서 한식주점을 운영하는 A씨는 지난 해 11월부터 메뉴 가격 .. 서울경제 | 2025-01-30 12:01:13,서울경제,2025-01-30 12:01:13,https://n.news.naver.com/mnews/article/011/0004444944
"금감원 ""자산 5천억 이상 비상장법인 내부회계관리제도 마련해야""",금융감독원이 기업들의 내부회계관리제도 관련 위반 사례가 여전히 발생하고 있다며 회사와 외부감사인들의 주의를 당부했다. 30일 금감원은 .. 이데일리 | 2025-01-30 12:01:13,이데일리,2025-01-30 12:01:13,https://n.news.naver.com/mnews/article/018/0005933390
"증선위, ‘공개매수자·자문사 직원’ 미공개중요정보 이용 행위 적발…검찰 고발",공개매수자와 공개매수 자문회사 직원이 미공개중요정보 이용 행위 적발로 검찰에 고발 조치됐다. 금융위원회 산하 증권선물위원회는 30일 상.. 데일리안 | 2025-01-30 12:01:13,데일리안,2025-01-30 12:01:13,https://n.news.naver.com/mnews/article/119/0002918392
지난해 ABS 발행액 51.7조… 전년비 21% 감소,지난해 등록 자산유동화증권(ABS) 발행 금액이 전년보다 20% 넘게 줄어든 것으로 집계됐다. 특례보금자리론이 종료되면서 한국주택금융공.. 조선비즈 | 2025-01-30 12:01:10,조선비즈,2025-01-30 12:01:10,https://n.news.naver.com/mnews/article/366/0001050244
여전한 내부회계 위반···금감원이 정리한 의무 사항들,금융감독원이 회사와 외부감사인(회계법인)을 대상으로 내부회계관리제도 관련 챙겨야 할 의무사항을 전파하고 유의를 당부하고 나섰다. 기업은.. 파이낸셜뉴스 | 2025-01-30 12:01:10,파이낸셜뉴스,2025-01-30 12:01:10,https://n.news.naver.com/mnews/article/014/0005301466
"“내부회계관리제도, 자산 5000억 미만이어도 이 기업들은 마련해야 합니다”","회사들이 내부회계관리제도를 지키지 않는 사례가 지속적으로 적발되자, 금융감독원이 유의 사항 안내에 나섰다. 30일 금감원은 2023회계.. 조선비즈 | 2025-01-30 12:01:08",조선비즈,2025-01-30 12:01:08,https://n.news.naver.com/mnews/article/366/0001050243
공개매수 자문 구했더니 주식 산 로펌 직원…檢 고발·통보,금융 당국이 공개매수 등 미공개 정보를 이용해 수억 원에 이르는 부당이득을 챙긴 상장사 직원과 법률 자문을 맡은 로펌 직원들을 적발해 .. 서울경제 | 2025-01-30 12:01:08,서울경제,2025-01-30 12:01:08,https://n.news.naver.com/mnews/article/011/0004444942
“공개매수 정보 샌 거 아냐?”···떠돌던 의혹 사실로 확인,상장사 주식 공개매수 정보를 미리 취득해 수억원 부당이득을 올린 공개매수 기업 직원과 법률 자문을 맡은 법무법인 직원들이 적발됐다. 금.. 파이낸셜뉴스 | 2025-01-30 12:00:12,파이낸셜뉴스,2025-01-30 12:00:12,https://n.news.naver.com/mnews/article/014/0005301465
"""공개매수한대~ 주식 미리 사둬""…미공개정보 이용 검찰 통보",지난해 고려아연?락앤락?신세계건설 등 다수의 상장사들이공개매수를 진행하는 등 자본시장 공개매수 건수는 점점 증가하고 있다. 공개매수는 .. 비즈워치 | 2025-01-30 12:00:08,비즈워치,2025-01-30 12:00:08,https://n.news.naver.com/mnews/article/648/0000032896
"""너만 알아"" 공개매수 미리 알고 수십억 챙긴 내부자들…검찰 고발",공개매수 정보를 미리 알고 주식을 사들여 수십억원을 챙긴 업무 관련자들이 덜미를 잡혔다. 금융위원회 증권선물위원회(증선위)는 공개매수 .. 머니투데이 | 2025-01-30 12:00:00,머니투데이,2025-01-30 12:00:00,https://n.news.naver.com/mnews/article/008/0005146822
"업무 미공개정보로 돈 번 직원…증선위, 검찰 고발",업무 수행 과정에서 알게 된 공개매수 실시 정보를 사전에 이용해 주식을 매수함으로써 수억원 내지 수십억원의 부당이익을 취한 해당 기업 .. 아시아경제 | 2025-01-30 12:00:00,아시아경제,2025-01-30 12:00:00,https://n.news.naver.com/mnews/article/277/0005539438
"""공개매수 전부터 오르더라니""…상장사 미공개정보로 수십억 챙긴 내부자들",상장사의 공개매수 계획을 미리 알고 부당이득을 취득한 내부 관계자들을 금융당국이 검찰에 넘겼다. 그간 공개매수 대상 종목의 거래량과 주.. 뉴시스 | 2025-01-30 12:00:00,뉴시스,2025-01-30 12:00:00,https://n.news.naver.com/mnews/article/003/0013039149
"조영제 1위' 동국생명과학, 내달 상장…흥행 성공할까",국내 1위 조영제 기업 동국생명과학이 다음 달 17일 코스닥 시장에 상장한다. 국내 1위 시장점유율을 바탕으로 탄탄한 실적을 기록하고 .. 뉴시스 | 2025-01-30 12:00:00,뉴시스,2025-01-30 12:00:00,https://n.news.naver.com/mnews/article/003/0013039148
"""저 회사 공개매수한대""…미공개 정보로 수십억 챙긴 로펌 직원들",회사의 공개매수 사실을 미리 알고 수억원의 부당이득을 취한 직원과 관련 법률자문을 담당하며 취득한 종목 정보를 이용해 수십억원을 벌어들.. 디지털타임스 | 2025-01-30 12:00:00,디지털타임스,2025-01-30 12:00:00,https://n.news.naver.com/mnews/article/029/0002932174
'딥시크' 여파에 엔비디아 사흘째 출렁…국내 증시 영향은?,중국 '딥시크'의 영향으로 인공지능(AI) 칩의 선두주자로 꼽히는 엔비디아의 주가가 연일 출렁이고 있다. 미국 증시의 변동성이 커지면서.. 뉴스1 | 2025-01-30 11:51:51,뉴스1,2025-01-30 11:51:51,https://n.news.naver.com/mnews/article/421/0008046910
"삼성전자의 자사주 성과급, 주주에게도 득일까?[김남석의 개미생활]","주식시장 관련 소식이 매일 쏟아지지만 뉴스에서 '개미'의 목소리를 찾기 쉽지 않습니다. 기사를 쓰는 기자도 개인 투자자고, 매일 손실과.. 디지털타임스 | 2025-01-30 11:30:14",디지털타임스,2025-01-30 11:30:14,https://n.news.naver.com/mnews/article/029/0002932165
